fecha,flujo,desde,hasta,sub_kpi,valor,fuente,plan,temporalidad
3/26/2024,D,tsf,retencion,tsf_a_retencion,0.02,Disco Compartido,Real,Dia
3/26/2024,E,area_seca,retencion,area_seca_a_retencion,4.61,Disco Compartido,Real,Dia
3/26/2024,F,tsf,evaporacion,tsf_a_evaporacion,18.59,Disco Compartido,Real,Dia
3/26/2024,G,area_seca,evaporacion,area_seca_a_evaporacion,158.72,Disco Compartido,Real,Dia
3/26/2024,c,agua_nueva,control_polvo,agua_nueva_a_control_polvo,41.19,Disco Compartido,Real,Dia
3/26/2024,d,agua_nueva,servicios,agua_nueva_a_servicio,21.68,Disco Compartido,Real,Dia
3/26/2024,a,agua_nueva,area_seca,agua_nueva_a_area_seca,300.16,Disco Compartido,Real,Dia
3/26/2024,I,agua_nueva,evaporacion,agua_nueva_a_evaporacion,3.16,Disco Compartido,Real,Dia
3/26/2024,b,agua_nueva,sx_ew,agua_nueva_a_sx_ew,95.21,Disco Compartido,Real,Dia
3/26/2024,B,agua_mineral,area_seca,agua_mineral_a_area_seca,0.36,Disco Compartido,Real,Dia
3/26/2024,g,area_seca,sx_ew,area_seca_a_sx_ew,3526.95,Disco Compartido,Real,Dia
3/26/2024,f,area_seca,tsf,area_seca_a_tsf,78.27,Disco Compartido,Real,Dia
3/26/2024,j,ptas,control_polvo,ptas_a_control_polvo,21.68,Disco Compartido,Real,Dia
3/26/2024,i,servicios,ptas,servicios_a_ptas,21.68,Disco Compartido,Real,Dia
3/26/2024,h,sx_ew,area_seca,sx_ew_a_area_seca,3622.15,Disco Compartido,Real,Dia
3/26/2024,e,tsf,area_seca,tsf_a_area_seca,24.85,Disco Compartido,Real,Dia
3/26/2024,J,tsf,infiltracion,tsf_a_infiltracion,32,Disco Compartido,Real,Dia
3/26/2024,H,control_polvo,evaporacion,control_polvo_a_evaporacion,64.38,Disco Compartido,Real,Dia
2/15/2024,f,area_seca,tsf,agua_a_atranque,90915.73,Disco Compartido,Real,Dia
2/15/2024,j,ptas,control_polvo,agua_incendio,22298,Disco Compartido,Real,Dia
2/15/2024,i,servicios,ptas,agua_incendio,22298,Disco Compartido,Real,Dia
2/15/2024,d,agua_nueva,servicios,agua_incendio,22298,Disco Compartido,Real,Dia
2/15/2024,H,control_polvo,evaporacion,agua_incendio,22298,Disco Compartido,Real,Dia
2/15/2024,e,tsf,area_seca,agua_recuperada_tranque_relaves,0,Disco Compartido,Real,Dia
2/15/2024,B,agua_mineral,area_seca,apilado_dl,30.51,Disco Compartido,Real,Dia
2/15/2024,c,agua_nueva,control_polvo,cachimba_mina,1538,Disco Compartido,Real,Dia
2/15/2024,H,control_polvo,evaporacion,cachimba_mina,1538,Disco Compartido,Real,Dia
2/15/2024,c,agua_nueva,control_polvo,cerro_las_antena,22298,Disco Compartido,Real,Dia
2/15/2024,H,control_polvo,evaporacion,cerro_las_antena,22298,Disco Compartido,Real,Dia
2/15/2024,B,agua_mineral,area_seca,chancado_primario,50.59,Disco Compartido,Real,Dia
2/15/2024,h,sx_ew,area_seca,demin,88710,Disco Compartido,Real,Dia
2/15/2024,g,area_seca,sx_ew,demin,88710,Disco Compartido,Real,Dia
2/15/2024,b,agua_nueva,sx_ew,demin,88710,Disco Compartido,Real,Dia
2/15/2024,B,agua_mineral,area_seca,humedad_pila,0.5,Disco Compartido,Real,Dia
2/15/2024,a,agua_nueva,area_seca,make_up_fresca_a_tk,68656,Disco Compartido,Real,Dia
2/15/2024,a,agua_nueva,area_seca,piscina_dl,8634,Disco Compartido,Real,Dia
2/15/2024,A,suministro_agua,agua_nueva,pozo_1,0,Disco Compartido,Real,Dia
2/15/2024,A,suministro_agua,agua_nueva,pozo_2,4542.34,Disco Compartido,Real,Dia
2/15/2024,A,suministro_agua,agua_nueva,pozo_3,6390.22,Disco Compartido,Real,Dia
2/15/2024,A,suministro_agua,agua_nueva,pozo_4,5211.8,Disco Compartido,Real,Dia
2/15/2024,A,suministro_agua,agua_nueva,pozo_5,0,Disco Compartido,Real,Dia
2/15/2024,A,suministro_agua,agua_nueva,pozo_6,0,Disco Compartido,Real,Dia
2/15/2024,D,tsf,retencion,relaves,49167.63,Disco Compartido,Real,Dia
2/15/2024,H,control_polvo,evaporacion,total_mina_m3,0,Disco Compartido,Real,Dia
2/15/2024,C,aguas_halladas,control_polvo,total_mina_m3,0,Disco Compartido,Real,Dia
2/15/2024,D,tsf,retencion,w0,0.57,Disco Compartido,Real,Dia
2/15/2024,c,agua_nueva,control_polvo,agua_a_chancado,252.93,Disco Compartido,Real,Dia
2/15/2024,H,control_polvo,evaporacion,agua_a_chancado,252.93,Disco Compartido,Real,Dia
2/15/2024,J,tsf,infiltracion,infiltracion_promedio_final,32,Disco Compartido,Real,Dia
2/15/2024,F,tsf,evaporacion,evaporacion_total,19497.65,Disco Compartido,Real,Dia
2/15/2024,F,tsf,evaporacion,resaturacion_total,4279.97,Disco Compartido,Real,Dia
2/15/2024,G,area_seca,evaporacion,evap_total_pilas,163033,Disco Compartido,Real,Dia
2/15/2024,G,area_seca,evaporacion,evap_piscina_reservorio,2977.33,Disco Compartido,Real,Dia
2/15/2024,I,agua_nueva,evaporacion,evap_piscina_reservorio_total,3463.06,Disco Compartido,Real,Dia
2/15/2024,G,area_seca,evaporacion,evap_total_piscinas,14257.01,Disco Compartido,Real,Dia
2/15/2024,E,area_seca,retencion,retencion_hl,3287.28,Disco Compartido,Real,Dia
2/15/2024,E,area_seca,retencion,retencion_dl,1678.05,Disco Compartido,Real,Dia
2/15/2024,E,area_seca,retencion,retencion_ral,0,Disco Compartido,Real,Dia
2/15/2024,E,area_seca,retencion,perdidas_concentrado,28.03,Disco Compartido,Real,Dia
2/15/2024,j,ptas,control_polvo,potable_m3_mes,783.27,Disco Compartido,Real,Dia
2/15/2024,i,servicios,ptas,potable_m3_mes,783.27,Disco Compartido,Real,Dia
2/15/2024,d,agua_nueva,servicios,potable_m3_mes,783.27,Disco Compartido,Real,Dia
2/15/2024,H,control_polvo,evaporacion,potable_m3_mes,783.27,Disco Compartido,Real,Dia
2/15/2024,h,sx_ew,area_seca,pls_m3_mes,3330450.53,Disco Compartido,Real,Dia
2/15/2024,a,agua_nueva,area_seca,rechazo_total_corregido,175306.13,Disco Compartido,Real,Dia
2/15/2024,A,suministro_agua,agua_nueva,suministro_a_agua_nueva,16144.37,Disco Compartido,Real,Dia
2/15/2024,C,aguas_halladas,control_polvo,aguas_halladas_a_control_polvo,0,Disco Compartido,Real,Dia
2/15/2024,D,tsf,retencion,tsf_a_retencion,0.03,Disco Compartido,Real,Dia
2/15/2024,E,area_seca,retencion,area_seca_a_retencion,4.97,Disco Compartido,Real,Dia
2/15/2024,F,tsf,evaporacion,tsf_a_evaporacion,23.78,Disco Compartido,Real,Dia
2/15/2024,G,area_seca,evaporacion,area_seca_a_evaporacion,173.83,Disco Compartido,Real,Dia
2/15/2024,c,agua_nueva,control_polvo,agua_nueva_a_control_polvo,40.43,Disco Compartido,Real,Dia
2/15/2024,d,agua_nueva,servicios,agua_nueva_a_servicio,23.08,Disco Compartido,Real,Dia
2/15/2024,a,agua_nueva,area_seca,agua_nueva_a_area_seca,252.6,Disco Compartido,Real,Dia
2/15/2024,I,agua_nueva,evaporacion,agua_nueva_a_evaporacion,3.46,Disco Compartido,Real,Dia
2/15/2024,b,agua_nueva,sx_ew,agua_nueva_a_sx_ew,88.71,Disco Compartido,Real,Dia
2/15/2024,B,agua_mineral,area_seca,agua_mineral_a_area_seca,0.41,Disco Compartido,Real,Dia
2/15/2024,g,area_seca,sx_ew,area_seca_a_sx_ew,3330.45,Disco Compartido,Real,Dia
2/15/2024,f,area_seca,tsf,area_seca_a_tsf,90.92,Disco Compartido,Real,Dia
2/15/2024,j,ptas,control_polvo,ptas_a_control_polvo,23.08,Disco Compartido,Real,Dia
2/15/2024,i,servicios,ptas,servicios_a_ptas,23.08,Disco Compartido,Real,Dia
2/15/2024,h,sx_ew,area_seca,sx_ew_a_area_seca,3419.16,Disco Compartido,Real,Dia
2/15/2024,e,tsf,area_seca,tsf_a_area_seca,0,Disco Compartido,Real,Dia
2/15/2024,J,tsf,infiltracion,tsf_a_infiltracion,32,Disco Compartido,Real,Dia
2/15/2024,H,control_polvo,evaporacion,control_polvo_a_evaporacion,63.51,Disco Compartido,Real,Dia
2/12/2024,f,area_seca,tsf,agua_a_atranque,90915.73,Disco Compartido,Real,Dia
2/12/2024,j,ptas,control_polvo,agua_incendio,22298,Disco Compartido,Real,Dia
2/12/2024,i,servicios,ptas,agua_incendio,22298,Disco Compartido,Real,Dia
2/12/2024,d,agua_nueva,servicios,agua_incendio,22298,Disco Compartido,Real,Dia
2/12/2024,H,control_polvo,evaporacion,agua_incendio,22298,Disco Compartido,Real,Dia
2/12/2024,e,tsf,area_seca,agua_recuperada_tranque_relaves,0,Disco Compartido,Real,Dia
2/12/2024,B,agua_mineral,area_seca,apilado_dl,31.37,Disco Compartido,Real,Dia
2/12/2024,c,agua_nueva,control_polvo,cachimba_mina,1538,Disco Compartido,Real,Dia
2/12/2024,H,control_polvo,evaporacion,cachimba_mina,1538,Disco Compartido,Real,Dia
2/12/2024,c,agua_nueva,control_polvo,cerro_las_antena,22298,Disco Compartido,Real,Dia
2/12/2024,H,control_polvo,evaporacion,cerro_las_antena,22298,Disco Compartido,Real,Dia
2/12/2024,B,agua_mineral,area_seca,chancado_primario,57.59,Disco Compartido,Real,Dia
2/12/2024,h,sx_ew,area_seca,demin,88710,Disco Compartido,Real,Dia
2/12/2024,g,area_seca,sx_ew,demin,88710,Disco Compartido,Real,Dia
2/12/2024,b,agua_nueva,sx_ew,demin,88710,Disco Compartido,Real,Dia
2/12/2024,B,agua_mineral,area_seca,humedad_pila,0.5,Disco Compartido,Real,Dia
2/12/2024,a,agua_nueva,area_seca,make_up_fresca_a_tk,68656,Disco Compartido,Real,Dia
2/12/2024,a,agua_nueva,area_seca,piscina_dl,8634,Disco Compartido,Real,Dia
2/12/2024,A,suministro_agua,agua_nueva,pozo_1,0,Disco Compartido,Real,Dia
2/12/2024,A,suministro_agua,agua_nueva,pozo_2,4573.41,Disco Compartido,Real,Dia
2/12/2024,A,suministro_agua,agua_nueva,pozo_3,5300.67,Disco Compartido,Real,Dia
2/12/2024,A,suministro_agua,agua_nueva,pozo_4,5299.37,Disco Compartido,Real,Dia
2/12/2024,A,suministro_agua,agua_nueva,pozo_5,0,Disco Compartido,Real,Dia
2/12/2024,A,suministro_agua,agua_nueva,pozo_6,0,Disco Compartido,Real,Dia
2/12/2024,D,tsf,retencion,relaves,49167.63,Disco Compartido,Real,Dia
2/12/2024,H,control_polvo,evaporacion,total_mina_m3,0,Disco Compartido,Real,Dia
2/12/2024,C,aguas_halladas,control_polvo,total_mina_m3,0,Disco Compartido,Real,Dia
2/12/2024,D,tsf,retencion,w0,0.57,Disco Compartido,Real,Dia
2/12/2024,c,agua_nueva,control_polvo,agua_a_chancado,287.94,Disco Compartido,Real,Dia
2/12/2024,H,control_polvo,evaporacion,agua_a_chancado,287.94,Disco Compartido,Real,Dia
2/12/2024,J,tsf,infiltracion,infiltracion_promedio_final,32,Disco Compartido,Real,Dia
2/12/2024,F,tsf,evaporacion,evaporacion_total,19497.65,Disco Compartido,Real,Dia
2/12/2024,F,tsf,evaporacion,resaturacion_total,4279.97,Disco Compartido,Real,Dia
2/12/2024,G,area_seca,evaporacion,evap_total_pilas,163033,Disco Compartido,Real,Dia
2/12/2024,G,area_seca,evaporacion,evap_piscina_reservorio,2977.33,Disco Compartido,Real,Dia
2/12/2024,I,agua_nueva,evaporacion,evap_piscina_reservorio_total,3463.06,Disco Compartido,Real,Dia
2/12/2024,G,area_seca,evaporacion,evap_total_piscinas,14257.01,Disco Compartido,Real,Dia
2/12/2024,E,area_seca,retencion,retencion_hl,3742.32,Disco Compartido,Real,Dia
2/12/2024,E,area_seca,retencion,retencion_dl,1725.32,Disco Compartido,Real,Dia
2/12/2024,E,area_seca,retencion,retencion_ral,0,Disco Compartido,Real,Dia
2/12/2024,E,area_seca,retencion,perdidas_concentrado,28.03,Disco Compartido,Real,Dia
2/12/2024,j,ptas,control_polvo,potable_m3_mes,492.1,Disco Compartido,Real,Dia
2/12/2024,i,servicios,ptas,potable_m3_mes,492.1,Disco Compartido,Real,Dia
2/12/2024,d,agua_nueva,servicios,potable_m3_mes,492.1,Disco Compartido,Real,Dia
2/12/2024,H,control_polvo,evaporacion,potable_m3_mes,492.1,Disco Compartido,Real,Dia
2/12/2024,h,sx_ew,area_seca,pls_m3_mes,3281236.12,Disco Compartido,Real,Dia
2/12/2024,a,agua_nueva,area_seca,rechazo_total_corregido,175306.13,Disco Compartido,Real,Dia
2/12/2024,A,suministro_agua,agua_nueva,suministro_a_agua_nueva,15173.44,Disco Compartido,Real,Dia
2/12/2024,C,aguas_halladas,control_polvo,aguas_halladas_a_control_polvo,0,Disco Compartido,Real,Dia
2/12/2024,D,tsf,retencion,tsf_a_retencion,0.03,Disco Compartido,Real,Dia
2/12/2024,E,area_seca,retencion,area_seca_a_retencion,5.47,Disco Compartido,Real,Dia
2/12/2024,F,tsf,evaporacion,tsf_a_evaporacion,23.78,Disco Compartido,Real,Dia
2/12/2024,G,area_seca,evaporacion,area_seca_a_evaporacion,173.83,Disco Compartido,Real,Dia
2/12/2024,c,agua_nueva,control_polvo,agua_nueva_a_control_polvo,40.43,Disco Compartido,Real,Dia
2/12/2024,d,agua_nueva,servicios,agua_nueva_a_servicio,22.79,Disco Compartido,Real,Dia
2/12/2024,a,agua_nueva,area_seca,agua_nueva_a_area_seca,252.6,Disco Compartido,Real,Dia
2/12/2024,I,agua_nueva,evaporacion,agua_nueva_a_evaporacion,3.46,Disco Compartido,Real,Dia
2/12/2024,b,agua_nueva,sx_ew,agua_nueva_a_sx_ew,88.71,Disco Compartido,Real,Dia
2/12/2024,B,agua_mineral,area_seca,agua_mineral_a_area_seca,0.44,Disco Compartido,Real,Dia
2/12/2024,g,area_seca,sx_ew,area_seca_a_sx_ew,3281.24,Disco Compartido,Real,Dia
2/12/2024,f,area_seca,tsf,area_seca_a_tsf,90.92,Disco Compartido,Real,Dia
2/12/2024,j,ptas,control_polvo,ptas_a_control_polvo,22.79,Disco Compartido,Real,Dia
2/12/2024,i,servicios,ptas,servicios_a_ptas,22.79,Disco Compartido,Real,Dia
2/12/2024,h,sx_ew,area_seca,sx_ew_a_area_seca,3369.95,Disco Compartido,Real,Dia
2/12/2024,e,tsf,area_seca,tsf_a_area_seca,0,Disco Compartido,Real,Dia
2/12/2024,J,tsf,infiltracion,tsf_a_infiltracion,32,Disco Compartido,Real,Dia
2/12/2024,H,control_polvo,evaporacion,control_polvo_a_evaporacion,63.22,Disco Compartido,Real,Dia
10/8/2024,f,area_seca,tsf,agua_a_atranque,0,Disco Compartido,Real,Dia
10/8/2024,j,ptas,control_polvo,agua_incendio,0,Disco Compartido,Real,Dia
10/8/2024,i,servicios,ptas,agua_incendio,0,Disco Compartido,Real,Dia
10/8/2024,d,agua_nueva,servicios,agua_incendio,0,Disco Compartido,Real,Dia
10/8/2024,H,control_polvo,evaporacion,agua_incendio,0,Disco Compartido,Real,Dia
10/8/2024,e,tsf,area_seca,agua_recuperada_tranque_relaves,0,Disco Compartido,Real,Dia
10/8/2024,B,agua_mineral,area_seca,apilado_dl,0,Disco Compartido,Real,Dia
10/8/2024,c,agua_nueva,control_polvo,cachimba_mina,0,Disco Compartido,Real,Dia
10/8/2024,H,control_polvo,evaporacion,cachimba_mina,0,Disco Compartido,Real,Dia
10/8/2024,c,agua_nueva,control_polvo,cerro_las_antena,0,Disco Compartido,Real,Dia
10/8/2024,H,control_polvo,evaporacion,cerro_las_antena,0,Disco Compartido,Real,Dia
10/8/2024,B,agua_mineral,area_seca,chancado_primario,0,Disco Compartido,Real,Dia
10/8/2024,h,sx_ew,area_seca,demin,0,Disco Compartido,Real,Dia
10/8/2024,g,area_seca,sx_ew,demin,0,Disco Compartido,Real,Dia
10/8/2024,b,agua_nueva,sx_ew,demin,0,Disco Compartido,Real,Dia
10/8/2024,B,agua_mineral,area_seca,humedad_pila,0,Disco Compartido,Real,Dia
10/8/2024,a,agua_nueva,area_seca,make_up_fresca_a_tk,0,Disco Compartido,Real,Dia
10/8/2024,a,agua_nueva,area_seca,piscina_dl,0,Disco Compartido,Real,Dia
10/8/2024,A,suministro_agua,agua_nueva,pozo_1,0,Disco Compartido,Real,Dia
10/8/2024,A,suministro_agua,agua_nueva,pozo_2,0,Disco Compartido,Real,Dia
10/8/2024,A,suministro_agua,agua_nueva,pozo_3,0,Disco Compartido,Real,Dia
10/8/2024,A,suministro_agua,agua_nueva,pozo_4,0,Disco Compartido,Real,Dia
10/8/2024,A,suministro_agua,agua_nueva,pozo_5,0,Disco Compartido,Real,Dia
10/8/2024,A,suministro_agua,agua_nueva,pozo_6,0,Disco Compartido,Real,Dia
10/8/2024,D,tsf,retencion,relaves,0,Disco Compartido,Real,Dia
10/8/2024,H,control_polvo,evaporacion,total_mina_m3,0,Disco Compartido,Real,Dia
10/8/2024,C,aguas_halladas,control_polvo,total_mina_m3,0,Disco Compartido,Real,Dia
10/8/2024,D,tsf,retencion,w0,0,Disco Compartido,Real,Dia
10/8/2024,c,agua_nueva,control_polvo,agua_a_chancado,0,Disco Compartido,Real,Dia
10/8/2024,H,control_polvo,evaporacion,agua_a_chancado,0,Disco Compartido,Real,Dia
10/8/2024,J,tsf,infiltracion,infiltracion_promedio_final,0,Disco Compartido,Real,Dia
10/8/2024,F,tsf,evaporacion,evaporacion_total,0,Disco Compartido,Real,Dia
10/8/2024,F,tsf,evaporacion,resaturacion_total,0,Disco Compartido,Real,Dia
10/8/2024,G,area_seca,evaporacion,evap_total_pilas,0,Disco Compartido,Real,Dia
10/8/2024,G,area_seca,evaporacion,evap_piscina_reservorio,0,Disco Compartido,Real,Dia
10/8/2024,I,agua_nueva,evaporacion,evap_piscina_reservorio_total,0,Disco Compartido,Real,Dia
10/8/2024,G,area_seca,evaporacion,evap_total_piscinas,0,Disco Compartido,Real,Dia
10/8/2024,E,area_seca,retencion,retencion_hl,0,Disco Compartido,Real,Dia
10/8/2024,E,area_seca,retencion,retencion_dl,0,Disco Compartido,Real,Dia
10/8/2024,E,area_seca,retencion,retencion_ral,0,Disco Compartido,Real,Dia
10/8/2024,E,area_seca,retencion,perdidas_concentrado,0,Disco Compartido,Real,Dia
10/8/2024,j,ptas,control_polvo,potable_m3_mes,0,Disco Compartido,Real,Dia
10/8/2024,i,servicios,ptas,potable_m3_mes,0,Disco Compartido,Real,Dia
10/8/2024,d,agua_nueva,servicios,potable_m3_mes,0,Disco Compartido,Real,Dia
10/8/2024,H,control_polvo,evaporacion,potable_m3_mes,0,Disco Compartido,Real,Dia
10/8/2024,h,sx_ew,area_seca,pls_m3_mes,0,Disco Compartido,Real,Dia
10/8/2024,a,agua_nueva,area_seca,rechazo_total_corregido,0,Disco Compartido,Real,Dia
10/8/2024,A,suministro_agua,agua_nueva,suministro_a_agua_nueva,0,Disco Compartido,Real,Dia
10/8/2024,C,aguas_halladas,control_polvo,aguas_halladas_a_control_polvo,0,Disco Compartido,Real,Dia
10/8/2024,D,tsf,retencion,tsf_a_retencion,0,Disco Compartido,Real,Dia
10/8/2024,E,area_seca,retencion,area_seca_a_retencion,0,Disco Compartido,Real,Dia
10/8/2024,F,tsf,evaporacion,tsf_a_evaporacion,0,Disco Compartido,Real,Dia
10/8/2024,G,area_seca,evaporacion,area_seca_a_evaporacion,0,Disco Compartido,Real,Dia
10/8/2024,c,agua_nueva,control_polvo,agua_nueva_a_control_polvo,0,Disco Compartido,Real,Dia
10/8/2024,d,agua_nueva,servicios,agua_nueva_a_servicio,0,Disco Compartido,Real,Dia
10/8/2024,a,agua_nueva,area_seca,agua_nueva_a_area_seca,0,Disco Compartido,Real,Dia
10/8/2024,I,agua_nueva,evaporacion,agua_nueva_a_evaporacion,0,Disco Compartido,Real,Dia
10/8/2024,b,agua_nueva,sx_ew,agua_nueva_a_sx_ew,0,Disco Compartido,Real,Dia
10/8/2024,B,agua_mineral,area_seca,agua_mineral_a_area_seca,0,Disco Compartido,Real,Dia
10/8/2024,g,area_seca,sx_ew,area_seca_a_sx_ew,0,Disco Compartido,Real,Dia
10/8/2024,f,area_seca,tsf,area_seca_a_tsf,0,Disco Compartido,Real,Dia
10/8/2024,j,ptas,control_polvo,ptas_a_control_polvo,0,Disco Compartido,Real,Dia
10/8/2024,i,servicios,ptas,servicios_a_ptas,0,Disco Compartido,Real,Dia
10/8/2024,h,sx_ew,area_seca,sx_ew_a_area_seca,0,Disco Compartido,Real,Dia
10/8/2024,e,tsf,area_seca,tsf_a_area_seca,0,Disco Compartido,Real,Dia
10/8/2024,J,tsf,infiltracion,tsf_a_infiltracion,0,Disco Compartido,Real,Dia
10/8/2024,H,control_polvo,evaporacion,control_polvo_a_evaporacion,0,Disco Compartido,Real,Dia
11/1/2024,f,area_seca,tsf,agua_a_atranque,0,Disco Compartido,Real,Dia
11/1/2024,j,ptas,control_polvo,agua_incendio,0,Disco Compartido,Real,Dia
11/1/2024,i,servicios,ptas,agua_incendio,0,Disco Compartido,Real,Dia
11/1/2024,d,agua_nueva,servicios,agua_incendio,0,Disco Compartido,Real,Dia
11/1/2024,H,control_polvo,evaporacion,agua_incendio,0,Disco Compartido,Real,Dia
11/1/2024,e,tsf,area_seca,agua_recuperada_tranque_relaves,0,Disco Compartido,Real,Dia
11/1/2024,B,agua_mineral,area_seca,apilado_dl,0,Disco Compartido,Real,Dia
11/1/2024,c,agua_nueva,control_polvo,cachimba_mina,0,Disco Compartido,Real,Dia
11/1/2024,H,control_polvo,evaporacion,cachimba_mina,0,Disco Compartido,Real,Dia
11/1/2024,c,agua_nueva,control_polvo,cerro_las_antena,0,Disco Compartido,Real,Dia
11/1/2024,H,control_polvo,evaporacion,cerro_las_antena,0,Disco Compartido,Real,Dia
11/1/2024,B,agua_mineral,area_seca,chancado_primario,0,Disco Compartido,Real,Dia
11/1/2024,h,sx_ew,area_seca,demin,0,Disco Compartido,Real,Dia
11/1/2024,g,area_seca,sx_ew,demin,0,Disco Compartido,Real,Dia
11/1/2024,b,agua_nueva,sx_ew,demin,0,Disco Compartido,Real,Dia
11/1/2024,B,agua_mineral,area_seca,humedad_pila,0,Disco Compartido,Real,Dia
11/1/2024,a,agua_nueva,area_seca,make_up_fresca_a_tk,0,Disco Compartido,Real,Dia
11/1/2024,a,agua_nueva,area_seca,piscina_dl,0,Disco Compartido,Real,Dia
11/1/2024,A,suministro_agua,agua_nueva,pozo_1,0,Disco Compartido,Real,Dia
11/1/2024,A,suministro_agua,agua_nueva,pozo_2,0,Disco Compartido,Real,Dia
11/1/2024,A,suministro_agua,agua_nueva,pozo_3,0,Disco Compartido,Real,Dia
11/1/2024,A,suministro_agua,agua_nueva,pozo_4,0,Disco Compartido,Real,Dia
11/1/2024,A,suministro_agua,agua_nueva,pozo_5,0,Disco Compartido,Real,Dia
11/1/2024,A,suministro_agua,agua_nueva,pozo_6,0,Disco Compartido,Real,Dia
11/1/2024,D,tsf,retencion,relaves,0,Disco Compartido,Real,Dia
11/1/2024,H,control_polvo,evaporacion,total_mina_m3,0,Disco Compartido,Real,Dia
11/1/2024,C,aguas_halladas,control_polvo,total_mina_m3,0,Disco Compartido,Real,Dia
11/1/2024,D,tsf,retencion,w0,0,Disco Compartido,Real,Dia
11/1/2024,c,agua_nueva,control_polvo,agua_a_chancado,0,Disco Compartido,Real,Dia
11/1/2024,H,control_polvo,evaporacion,agua_a_chancado,0,Disco Compartido,Real,Dia
11/1/2024,J,tsf,infiltracion,infiltracion_promedio_final,0,Disco Compartido,Real,Dia
11/1/2024,F,tsf,evaporacion,evaporacion_total,0,Disco Compartido,Real,Dia
11/1/2024,F,tsf,evaporacion,resaturacion_total,0,Disco Compartido,Real,Dia
11/1/2024,G,area_seca,evaporacion,evap_total_pilas,0,Disco Compartido,Real,Dia
11/1/2024,G,area_seca,evaporacion,evap_piscina_reservorio,0,Disco Compartido,Real,Dia
11/1/2024,I,agua_nueva,evaporacion,evap_piscina_reservorio_total,0,Disco Compartido,Real,Dia
11/1/2024,G,area_seca,evaporacion,evap_total_piscinas,0,Disco Compartido,Real,Dia
11/1/2024,E,area_seca,retencion,retencion_hl,0,Disco Compartido,Real,Dia
11/1/2024,E,area_seca,retencion,retencion_dl,0,Disco Compartido,Real,Dia
11/1/2024,E,area_seca,retencion,retencion_ral,0,Disco Compartido,Real,Dia
11/1/2024,E,area_seca,retencion,perdidas_concentrado,0,Disco Compartido,Real,Dia
11/1/2024,j,ptas,control_polvo,potable_m3_mes,0,Disco Compartido,Real,Dia
11/1/2024,i,servicios,ptas,potable_m3_mes,0,Disco Compartido,Real,Dia
11/1/2024,d,agua_nueva,servicios,potable_m3_mes,0,Disco Compartido,Real,Dia
11/1/2024,H,control_polvo,evaporacion,potable_m3_mes,0,Disco Compartido,Real,Dia
11/1/2024,h,sx_ew,area_seca,pls_m3_mes,0,Disco Compartido,Real,Dia
11/1/2024,a,agua_nueva,area_seca,rechazo_total_corregido,0,Disco Compartido,Real,Dia
11/1/2024,A,suministro_agua,agua_nueva,suministro_a_agua_nueva,0,Disco Compartido,Real,Dia
11/1/2024,C,aguas_halladas,control_polvo,aguas_halladas_a_control_polvo,0,Disco Compartido,Real,Dia
11/1/2024,D,tsf,retencion,tsf_a_retencion,0,Disco Compartido,Real,Dia
11/1/2024,E,area_seca,retencion,area_seca_a_retencion,0,Disco Compartido,Real,Dia
11/1/2024,F,tsf,evaporacion,tsf_a_evaporacion,0,Disco Compartido,Real,Dia
11/1/2024,G,area_seca,evaporacion,area_seca_a_evaporacion,0,Disco Compartido,Real,Dia
11/1/2024,c,agua_nueva,control_polvo,agua_nueva_a_control_polvo,0,Disco Compartido,Real,Dia
11/1/2024,d,agua_nueva,servicios,agua_nueva_a_servicio,0,Disco Compartido,Real,Dia
11/1/2024,a,agua_nueva,area_seca,agua_nueva_a_area_seca,0,Disco Compartido,Real,Dia
11/1/2024,I,agua_nueva,evaporacion,agua_nueva_a_evaporacion,0,Disco Compartido,Real,Dia
11/1/2024,b,agua_nueva,sx_ew,agua_nueva_a_sx_ew,0,Disco Compartido,Real,Dia
11/1/2024,B,agua_mineral,area_seca,agua_mineral_a_area_seca,0,Disco Compartido,Real,Dia
11/1/2024,g,area_seca,sx_ew,area_seca_a_sx_ew,0,Disco Compartido,Real,Dia
11/1/2024,f,area_seca,tsf,area_seca_a_tsf,0,Disco Compartido,Real,Dia
11/1/2024,j,ptas,control_polvo,ptas_a_control_polvo,0,Disco Compartido,Real,Dia
11/1/2024,i,servicios,ptas,servicios_a_ptas,0,Disco Compartido,Real,Dia
11/1/2024,h,sx_ew,area_seca,sx_ew_a_area_seca,0,Disco Compartido,Real,Dia
11/1/2024,e,tsf,area_seca,tsf_a_area_seca,0,Disco Compartido,Real,Dia
11/1/2024,J,tsf,infiltracion,tsf_a_infiltracion,0,Disco Compartido,Real,Dia
11/1/2024,H,control_polvo,evaporacion,control_polvo_a_evaporacion,0,Disco Compartido,Real,Dia
5/24/2024,f,area_seca,tsf,agua_a_atranque,65888.78,Disco Compartido,Real,Dia
5/24/2024,j,ptas,control_polvo,agua_incendio,23672.69,Disco Compartido,Real,Dia
5/24/2024,i,servicios,ptas,agua_incendio,23672.69,Disco Compartido,Real,Dia
5/24/2024,d,agua_nueva,servicios,agua_incendio,23672.69,Disco Compartido,Real,Dia
5/24/2024,H,control_polvo,evaporacion,agua_incendio,23672.69,Disco Compartido,Real,Dia
5/24/2024,e,tsf,area_seca,agua_recuperada_tranque_relaves,15826.45,Disco Compartido,Real,Dia
